gene_id_entrez,chrom,start,end,mean_methylation,mean_expression
693181,chr8,1817464,1817465,100,0.00980392156862745
693181,chr8,1817465,1817466,100,0.00980392156862745
693181,chr8,1817487,1817488,100,0.00980392156862745
693181,chr8,1817488,1817489,100,0.00980392156862745
693181,chr8,1817512,1817513,82,0.00980392156862745
693181,chr8,1817513,1817514,100,0.00980392156862745
693181,chr8,1817522,1817523,90,0.00980392156862745
693181,chr8,1817523,1817524,100,0.00980392156862745
693181,chr8,1817564,1817565,100,0.00980392156862745
693181,chr8,1817565,1817566,100,0.00980392156862745
693181,chr8,1817600,1817601,78,0.00980392156862745
693181,chr8,1817601,1817602,78,0.00980392156862745
693181,chr8,1817621,1817622,89,0.00980392156862745
693181,chr8,1817622,1817623,100,0.00980392156862745
