accession,chrom,start,end,strand,methylation_percent
ENCFF959WCA,chr8,1692002,1692003,-,100
ENCFF959WCA,chr8,1692016,1692017,+,100
ENCFF959WCA,chr8,1692017,1692018,-,100
ENCFF959WCA,chr8,1692018,1692019,+,100
ENCFF959WCA,chr8,1692019,1692020,-,100
ENCFF959WCA,chr8,1692024,1692025,+,100
ENCFF959WCA,chr8,1692025,1692026,-,100
ENCFF959WCA,chr8,1692037,1692038,+,100
ENCFF959WCA,chr8,1692038,1692039,-,100
ENCFF959WCA,chr8,1692043,1692044,+,100
ENCFF959WCA,chr8,1692044,1692045,-,100
ENCFF959WCA,chr8,1692058,1692059,+,100
ENCFF959WCA,chr8,1692059,1692060,-,100
ENCFF959WCA,chr8,1692060,1692061,+,100
ENCFF959WCA,chr8,1692061,1692062,-,100
ENCFF959WCA,chr8,1692066,1692067,+,100
ENCFF959WCA,chr8,1692067,1692068,-,100
ENCFF959WCA,chr8,1692079,1692080,+,50
ENCFF959WCA,chr8,1692080,1692081,-,100
ENCFF959WCA,chr8,1692085,1692086,+,100
ENCFF959WCA,chr8,1692086,1692087,-,100
ENCFF959WCA,chr8,1692100,1692101,+,100
ENCFF959WCA,chr8,1692101,1692102,-,67
ENCFF959WCA,chr8,1692102,1692103,+,100
ENCFF959WCA,chr8,1692103,1692104,-,100
ENCFF959WCA,chr8,1692108,1692109,+,100
ENCFF959WCA,chr8,1692109,1692110,-,75
ENCFF959WCA,chr8,1692121,1692122,+,100
ENCFF959WCA,chr8,1692122,1692123,-,75
ENCFF959WCA,chr8,1692127,1692128,+,100
ENCFF959WCA,chr8,1692128,1692129,-,75
ENCFF959WCA,chr8,1692142,1692143,+,100
ENCFF959WCA,chr8,1692143,1692144,-,100
ENCFF959WCA,chr8,1692144,1692145,+,100
ENCFF959WCA,chr8,1692145,1692146,-,100
ENCFF959WCA,chr8,1692150,1692151,+,100
ENCFF959WCA,chr8,1692151,1692152,-,100
ENCFF959WCA,chr8,1692163,1692164,+,50
ENCFF959WCA,chr8,1692164,1692165,-,100
ENCFF959WCA,chr8,1692169,1692170,+,100
ENCFF959WCA,chr8,1692170,1692171,-,100
ENCFF959WCA,chr8,1692184,1692185,+,50
ENCFF959WCA,chr8,1692185,1692186,-,67
ENCFF959WCA,chr8,1692186,1692187,+,100
ENCFF959WCA,chr8,1692187,1692188,-,100
ENCFF959WCA,chr8,1692192,1692193,+,67
ENCFF959WCA,chr8,1692193,1692194,-,100
ENCFF959WCA,chr8,1692205,1692206,+,100
ENCFF959WCA,chr8,1692206,1692207,-,100
ENCFF959WCA,chr8,1692211,1692212,+,100
ENCFF959WCA,chr8,1692212,1692213,-,100
ENCFF959WCA,chr8,1692226,1692227,+,100
ENCFF959WCA,chr8,1692227,1692228,-,100
ENCFF959WCA,chr8,1692228,1692229,+,100
ENCFF959WCA,chr8,1692229,1692230,-,100
ENCFF959WCA,chr8,1692234,1692235,+,100
ENCFF959WCA,chr8,1692235,1692236,-,100
ENCFF959WCA,chr8,1692247,1692248,+,100
ENCFF959WCA,chr8,1692248,1692249,-,100
ENCFF959WCA,chr8,1692253,1692254,+,100
ENCFF959WCA,chr8,1692254,1692255,-,100
ENCFF959WCA,chr8,1692268,1692269,+,100
ENCFF959WCA,chr8,1692269,1692270,-,0
ENCFF959WCA,chr8,1692270,1692271,+,100
ENCFF959WCA,chr8,1692271,1692272,-,0
ENCFF959WCA,chr8,1692276,1692277,+,100
ENCFF959WCA,chr8,1692277,1692278,-,0
ENCFF959WCA,chr8,1692289,1692290,+,100
ENCFF959WCA,chr8,1692290,1692291,-,100
ENCFF959WCA,chr8,1692295,1692296,+,100
ENCFF959WCA,chr8,1692296,1692297,-,100
ENCFF959WCA,chr8,1692310,1692311,+,100
ENCFF959WCA,chr8,1692311,1692312,-,0
ENCFF959WCA,chr8,1692312,1692313,+,100
ENCFF959WCA,chr8,1692313,1692314,-,0
ENCFF959WCA,chr8,1692318,1692319,+,100
ENCFF959WCA,chr8,1692319,1692320,-,0
ENCFF959WCA,chr8,1692331,1692332,+,100
ENCFF959WCA,chr8,1692332,1692333,-,100
ENCFF959WCA,chr8,1692337,1692338,+,100
ENCFF959WCA,chr8,1692338,1692339,-,100
ENCFF959WCA,chr8,1692352,1692353,+,100
ENCFF959WCA,chr8,1692353,1692354,-,100
ENCFF959WCA,chr8,1692354,1692355,+,100
ENCFF959WCA,chr8,1692355,1692356,-,100
ENCFF959WCA,chr8,1692360,1692361,+,100
ENCFF959WCA,chr8,1692361,1692362,-,100
ENCFF959WCA,chr8,1692373,1692374,+,100
ENCFF959WCA,chr8,1692374,1692375,-,100
ENCFF959WCA,chr8,1692379,1692380,+,100
ENCFF959WCA,chr8,1692380,1692381,-,100
ENCFF959WCA,chr8,1692394,1692395,+,89
ENCFF959WCA,chr8,1692395,1692396,-,100
ENCFF959WCA,chr8,1692396,1692397,+,90
ENCFF959WCA,chr8,1692397,1692398,-,100
ENCFF959WCA,chr8,1692402,1692403,+,92
ENCFF959WCA,chr8,1692403,1692404,-,100
ENCFF959WCA,chr8,1692415,1692416,+,100
ENCFF959WCA,chr8,1692416,1692417,-,100
ENCFF959WCA,chr8,1692421,1692422,+,100
ENCFF959WCA,chr8,1692422,1692423,-,100
ENCFF959WCA,chr8,1692436,1692437,+,79
ENCFF959WCA,chr8,1692437,1692438,-,100
ENCFF959WCA,chr8,1692438,1692439,+,100
ENCFF959WCA,chr8,1692439,1692440,-,100
ENCFF959WCA,chr8,1692444,1692445,+,100
ENCFF959WCA,chr8,1692445,1692446,-,100
ENCFF959WCA,chr8,1692484,1692485,+,53
ENCFF959WCA,chr8,1692485,1692486,-,50
ENCFF959WCA,chr8,1692527,1692528,+,78
ENCFF959WCA,chr8,1692528,1692529,-,86
ENCFF959WCA,chr8,1692540,1692541,+,100
ENCFF959WCA,chr8,1692541,1692542,-,86
ENCFF959WCA,chr8,1692542,1692543,+,100
ENCFF959WCA,chr8,1692543,1692544,-,86
ENCFF959WCA,chr8,1692545,1692546,+,86
ENCFF959WCA,chr8,1692546,1692547,-,50
ENCFF959WCA,chr8,1692621,1692622,+,71
ENCFF959WCA,chr8,1692622,1692623,-,44
ENCFF959WCA,chr8,1692742,1692743,+,96
ENCFF959WCA,chr8,1692743,1692744,-,88
ENCFF959WCA,chr8,1692753,1692754,+,59
ENCFF959WCA,chr8,1692754,1692755,-,63
ENCFF959WCA,chr8,1692789,1692790,+,43
ENCFF959WCA,chr8,1692790,1692791,-,29
ENCFF959WCA,chr8,1693484,1693485,+,76
ENCFF959WCA,chr8,1693485,1693486,-,71
ENCFF959WCA,chr8,1693542,1693543,+,55
ENCFF959WCA,chr8,1693543,1693544,-,87
ENCFF959WCA,chr8,1693544,1693545,+,55
ENCFF959WCA,chr8,1693545,1693546,-,80
ENCFF959WCA,chr8,1693593,1693594,+,14
ENCFF959WCA,chr8,1693594,1693595,-,0
ENCFF959WCA,chr8,1693732,1693733,+,48
ENCFF959WCA,chr8,1693733,1693734,-,75
ENCFF959WCA,chr8,1693735,1693736,+,14
ENCFF959WCA,chr8,1693736,1693737,-,26
ENCFF959WCA,chr8,1693820,1693821,+,12
ENCFF959WCA,chr8,1693821,1693822,-,31
ENCFF959WCA,chr8,1693871,1693872,+,17
ENCFF959WCA,chr8,1693872,1693873,-,33
ENCFF959WCA,chr8,1693926,1693927,+,40
ENCFF959WCA,chr8,1693927,1693928,-,79
ENCFF959WCA,chr8,1693937,1693938,+,31
ENCFF959WCA,chr8,1693938,1693939,-,65
ENCFF959WCA,chr8,1693964,1693965,+,42
ENCFF959WCA,chr8,1693965,1693966,-,60
ENCFF959WCA,chr8,1694204,1694205,+,44
ENCFF959WCA,chr8,1694205,1694206,-,55
ENCFF959WCA,chr8,1694213,1694214,+,72
ENCFF959WCA,chr8,1694214,1694215,-,53
ENCFF959WCA,chr8,1694291,1694292,+,25
ENCFF959WCA,chr8,1694292,1694293,-,44
ENCFF959WCA,chr8,1694313,1694314,+,89
ENCFF959WCA,chr8,1694314,1694315,-,82
ENCFF959WCA,chr8,1694318,1694319,+,91
ENCFF959WCA,chr8,1694319,1694320,-,100
ENCFF959WCA,chr8,1694331,1694332,+,96
ENCFF959WCA,chr8,1694332,1694333,-,100
ENCFF959WCA,chr8,1694381,1694382,+,67
ENCFF959WCA,chr8,1694382,1694383,-,20
ENCFF959WCA,chr8,1694410,1694411,+,5
ENCFF959WCA,chr8,1694411,1694412,-,15
ENCFF959WCA,chr8,1694436,1694437,+,70
ENCFF959WCA,chr8,1694437,1694438,-,83
ENCFF959WCA,chr8,1694446,1694447,+,100
ENCFF959WCA,chr8,1694447,1694448,-,83
ENCFF959WCA,chr8,1694451,1694452,+,92
ENCFF959WCA,chr8,1694452,1694453,-,100
ENCFF959WCA,chr8,1694456,1694457,+,100
ENCFF959WCA,chr8,1694457,1694458,-,92
ENCFF959WCA,chr8,1694458,1694459,+,100
ENCFF959WCA,chr8,1694459,1694460,-,92
ENCFF959WCA,chr8,1694481,1694482,+,88
ENCFF959WCA,chr8,1694482,1694483,-,36
ENCFF959WCA,chr8,1694527,1694528,+,83
ENCFF959WCA,chr8,1694528,1694529,-,50
ENCFF959WCA,chr8,1694549,1694550,+,92
ENCFF959WCA,chr8,1694550,1694551,-,100
ENCFF959WCA,chr8,1694658,1694659,+,91
ENCFF959WCA,chr8,1694659,1694660,-,46
ENCFF959WCA,chr8,1694684,1694685,+,79
ENCFF959WCA,chr8,1694685,1694686,-,100
ENCFF959WCA,chr8,1694687,1694688,+,88
ENCFF959WCA,chr8,1694688,1694689,-,86
ENCFF959WCA,chr8,1694713,1694714,+,87
ENCFF959WCA,chr8,1694714,1694715,-,100
ENCFF959WCA,chr8,1694721,1694722,+,67
ENCFF959WCA,chr8,1694722,1694723,-,100
ENCFF959WCA,chr8,1694741,1694742,+,70
ENCFF959WCA,chr8,1694742,1694743,-,100
ENCFF959WCA,chr8,1694744,1694745,+,54
ENCFF959WCA,chr8,1694745,1694746,-,100
ENCFF959WCA,chr8,1694782,1694783,+,75
ENCFF959WCA,chr8,1694783,1694784,-,91
ENCFF959WCA,chr8,1694978,1694979,+,0
ENCFF959WCA,chr8,1694979,1694980,-,50
ENCFF959WCA,chr8,1694982,1694983,+,79
ENCFF959WCA,chr8,1694983,1694984,-,50
ENCFF959WCA,chr8,1695017,1695018,+,29
ENCFF959WCA,chr8,1695018,1695019,-,100
ENCFF959WCA,chr8,1695032,1695033,+,100
ENCFF959WCA,chr8,1695033,1695034,-,100
ENCFF959WCA,chr8,1695051,1695052,+,60
ENCFF959WCA,chr8,1695052,1695053,-,60
ENCFF959WCA,chr8,1695059,1695060,+,0
ENCFF959WCA,chr8,1695060,1695061,-,60
ENCFF959WCA,chr8,1695095,1695096,+,0
ENCFF959WCA,chr8,1695096,1695097,-,86
ENCFF959WCA,chr8,1695148,1695149,+,100
ENCFF959WCA,chr8,1695149,1695150,-,100
ENCFF959WCA,chr8,1695152,1695153,+,0
ENCFF959WCA,chr8,1695153,1695154,-,67
ENCFF959WCA,chr8,1695172,1695173,+,100
ENCFF959WCA,chr8,1695173,1695174,-,0
ENCFF959WCA,chr8,1695199,1695200,+,100
ENCFF959WCA,chr8,1695200,1695201,-,100
ENCFF959WCA,chr8,1695205,1695206,+,33
ENCFF959WCA,chr8,1695206,1695207,-,100
ENCFF959WCA,chr8,1695237,1695238,+,100
ENCFF959WCA,chr8,1695238,1695239,-,0
ENCFF959WCA,chr8,1695270,1695271,+,100
ENCFF959WCA,chr8,1695271,1695272,-,0
ENCFF959WCA,chr8,1695303,1695304,+,100
ENCFF959WCA,chr8,1695304,1695305,-,0
ENCFF959WCA,chr8,1695334,1695335,+,50
ENCFF959WCA,chr8,1695335,1695336,-,0
ENCFF959WCA,chr8,1695367,1695368,+,100
ENCFF959WCA,chr8,1695368,1695369,-,0
ENCFF959WCA,chr8,1695400,1695401,+,100
ENCFF959WCA,chr8,1695401,1695402,-,0
ENCFF959WCA,chr8,1695433,1695434,+,43
ENCFF959WCA,chr8,1695434,1695435,-,0
ENCFF959WCA,chr8,1695499,1695500,+,100
ENCFF959WCA,chr8,1695500,1695501,-,0
ENCFF959WCA,chr8,1695530,1695531,+,67
ENCFF959WCA,chr8,1695531,1695532,-,0
ENCFF959WCA,chr8,1695563,1695564,+,33
ENCFF959WCA,chr8,1695564,1695565,-,0
ENCFF959WCA,chr8,1695596,1695597,+,75
ENCFF959WCA,chr8,1695597,1695598,-,0
ENCFF959WCA,chr8,1695629,1695630,+,45
ENCFF959WCA,chr8,1695630,1695631,-,0
ENCFF959WCA,chr8,1695696,1695697,+,93
ENCFF959WCA,chr8,1695697,1695698,-,100
ENCFF959WCA,chr8,1695807,1695808,+,6
ENCFF959WCA,chr8,1695808,1695809,-,0
ENCFF959WCA,chr8,1695817,1695818,+,20
ENCFF959WCA,chr8,1695818,1695819,-,12
ENCFF959WCA,chr8,1695827,1695828,+,6
ENCFF959WCA,chr8,1695828,1695829,-,0
ENCFF959WCA,chr8,1695879,1695880,+,8
ENCFF959WCA,chr8,1695880,1695881,-,0
ENCFF959WCA,chr8,1695891,1695892,+,15
ENCFF959WCA,chr8,1695892,1695893,-,13
ENCFF959WCA,chr8,1695904,1695905,+,0
ENCFF959WCA,chr8,1695905,1695906,-,0
ENCFF959WCA,chr8,1695963,1695964,+,0
ENCFF959WCA,chr8,1695964,1695965,-,0
ENCFF959WCA,chr8,1695993,1695994,+,0
ENCFF959WCA,chr8,1695994,1695995,-,0
ENCFF959WCA,chr8,1695995,1695996,+,0
ENCFF959WCA,chr8,1695996,1695997,-,0
ENCFF959WCA,chr8,1695997,1695998,+,11
ENCFF959WCA,chr8,1695998,1695999,-,0
ENCFF959WCA,chr8,1696042,1696043,+,0
ENCFF959WCA,chr8,1696043,1696044,-,25
ENCFF959WCA,chr8,1696054,1696055,+,0
ENCFF959WCA,chr8,1696055,1696056,-,19
ENCFF959WCA,chr8,1696222,1696223,+,100
ENCFF959WCA,chr8,1696223,1696224,-,75
ENCFF959WCA,chr8,1696228,1696229,+,44
ENCFF959WCA,chr8,1696229,1696230,-,67
ENCFF959WCA,chr8,1696475,1696476,+,17
ENCFF959WCA,chr8,1696476,1696477,-,36
ENCFF959WCA,chr8,1696572,1696573,+,62
ENCFF959WCA,chr8,1696573,1696574,-,57
ENCFF959WCA,chr8,1696587,1696588,+,71
ENCFF959WCA,chr8,1696588,1696589,-,56
ENCFF959WCA,chr8,1696611,1696612,+,53
ENCFF959WCA,chr8,1696612,1696613,-,70
ENCFF959WCA,chr8,1696637,1696638,+,78
ENCFF959WCA,chr8,1696638,1696639,-,83
ENCFF959WCA,chr8,1696640,1696641,+,88
ENCFF959WCA,chr8,1696641,1696642,-,100
ENCFF959WCA,chr8,1696668,1696669,+,82
ENCFF959WCA,chr8,1696669,1696670,-,96
ENCFF959WCA,chr8,1696695,1696696,+,50
ENCFF959WCA,chr8,1696696,1696697,-,33
ENCFF959WCA,chr8,1696703,1696704,+,71
ENCFF959WCA,chr8,1696704,1696705,-,70
ENCFF959WCA,chr8,1696717,1696718,+,46
ENCFF959WCA,chr8,1696718,1696719,-,33
ENCFF959WCA,chr8,1696787,1696788,+,60
ENCFF959WCA,chr8,1696788,1696789,-,30
ENCFF959WCA,chr8,1696798,1696799,+,55
ENCFF959WCA,chr8,1696799,1696800,-,43
ENCFF959WCA,chr8,1696815,1696816,+,38
ENCFF959WCA,chr8,1696816,1696817,-,66
ENCFF959WCA,chr8,1696916,1696917,+,0
ENCFF959WCA,chr8,1696917,1696918,-,4
ENCFF959WCA,chr8,1696941,1696942,+,67
ENCFF959WCA,chr8,1696942,1696943,-,62
ENCFF959WCA,chr8,1696954,1696955,+,64
ENCFF959WCA,chr8,1696955,1696956,-,50
ENCFF959WCA,chr8,1696966,1696967,+,75
ENCFF959WCA,chr8,1696967,1696968,-,30
ENCFF959WCA,chr8,1697050,1697051,+,91
ENCFF959WCA,chr8,1697051,1697052,-,88
ENCFF959WCA,chr8,1697068,1697069,+,50
ENCFF959WCA,chr8,1697069,1697070,-,82
ENCFF959WCA,chr8,1697101,1697102,+,42
ENCFF959WCA,chr8,1697102,1697103,-,67
ENCFF959WCA,chr8,1697154,1697155,+,0
ENCFF959WCA,chr8,1697155,1697156,-,18
ENCFF959WCA,chr8,1697162,1697163,+,50
ENCFF959WCA,chr8,1697163,1697164,-,82
ENCFF959WCA,chr8,1697168,1697169,+,64
ENCFF959WCA,chr8,1697169,1697170,-,64
ENCFF959WCA,chr8,1697171,1697172,+,100
ENCFF959WCA,chr8,1697172,1697173,-,82
ENCFF959WCA,chr8,1697174,1697175,+,80
ENCFF959WCA,chr8,1697175,1697176,-,82
ENCFF959WCA,chr8,1697187,1697188,+,100
ENCFF959WCA,chr8,1697188,1697189,-,75
ENCFF959WCA,chr8,1697223,1697224,+,67
ENCFF959WCA,chr8,1697224,1697225,-,63
ENCFF959WCA,chr8,1697238,1697239,+,100
ENCFF959WCA,chr8,1697239,1697240,-,100
ENCFF959WCA,chr8,1697241,1697242,+,67
ENCFF959WCA,chr8,1697242,1697243,-,100
ENCFF959WCA,chr8,1697251,1697252,+,100
ENCFF959WCA,chr8,1697252,1697253,-,100
ENCFF959WCA,chr8,1697257,1697258,+,100
ENCFF959WCA,chr8,1697258,1697259,-,79
ENCFF959WCA,chr8,1697265,1697266,+,85
ENCFF959WCA,chr8,1697266,1697267,-,43
ENCFF959WCA,chr8,1697288,1697289,+,100
ENCFF959WCA,chr8,1697289,1697290,-,100
ENCFF959WCA,chr8,1697320,1697321,+,90
ENCFF959WCA,chr8,1697321,1697322,-,83
ENCFF959WCA,chr8,1697355,1697356,+,0
ENCFF959WCA,chr8,1697356,1697357,-,18
ENCFF959WCA,chr8,1697382,1697383,+,30
ENCFF959WCA,chr8,1697383,1697384,-,17
ENCFF959WCA,chr8,1697412,1697413,+,9
ENCFF959WCA,chr8,1697413,1697414,-,13
ENCFF959WCA,chr8,1697452,1697453,+,82
ENCFF959WCA,chr8,1697453,1697454,-,100
ENCFF959WCA,chr8,1697466,1697467,+,33
ENCFF959WCA,chr8,1697467,1697468,-,58
ENCFF959WCA,chr8,1697483,1697484,+,20
ENCFF959WCA,chr8,1697484,1697485,-,36
ENCFF959WCA,chr8,1697762,1697763,+,62
ENCFF959WCA,chr8,1697763,1697764,-,67
ENCFF959WCA,chr8,1697785,1697786,+,30
ENCFF959WCA,chr8,1697786,1697787,-,33
ENCFF959WCA,chr8,1697883,1697884,+,72
ENCFF959WCA,chr8,1697884,1697885,-,61
ENCFF959WCA,chr8,1697952,1697953,+,29
ENCFF959WCA,chr8,1697953,1697954,-,15
ENCFF959WCA,chr8,1697963,1697964,+,51
ENCFF959WCA,chr8,1697964,1697965,-,41
ENCFF959WCA,chr8,1698095,1698096,+,56
ENCFF959WCA,chr8,1698096,1698097,-,86
ENCFF959WCA,chr8,1698124,1698125,+,96
ENCFF959WCA,chr8,1698125,1698126,-,96
ENCFF959WCA,chr8,1698207,1698208,+,59
ENCFF959WCA,chr8,1698208,1698209,-,53
ENCFF959WCA,chr8,1698242,1698243,+,92
ENCFF959WCA,chr8,1698243,1698244,-,83
ENCFF959WCA,chr8,1698253,1698254,+,54
ENCFF959WCA,chr8,1698254,1698255,-,83
ENCFF959WCA,chr8,1698356,1698357,+,85
ENCFF959WCA,chr8,1698357,1698358,-,67
ENCFF959WCA,chr8,1698382,1698383,+,85
ENCFF959WCA,chr8,1698383,1698384,-,75
ENCFF959WCA,chr8,1698393,1698394,+,43
ENCFF959WCA,chr8,1698394,1698395,-,0
ENCFF959WCA,chr8,1698444,1698445,+,29
ENCFF959WCA,chr8,1698445,1698446,-,73
ENCFF959WCA,chr8,1698470,1698471,+,90
ENCFF959WCA,chr8,1698471,1698472,-,80
ENCFF959WCA,chr8,1698481,1698482,+,88
ENCFF959WCA,chr8,1698482,1698483,-,60
ENCFF959WCA,chr8,1698501,1698502,+,86
ENCFF959WCA,chr8,1698502,1698503,-,100
ENCFF959WCA,chr8,1698657,1698658,+,89
ENCFF959WCA,chr8,1698658,1698659,-,69
ENCFF959WCA,chr8,1698874,1698875,+,100
ENCFF959WCA,chr8,1698875,1698876,-,40
ENCFF959WCA,chr8,1699022,1699023,+,88
ENCFF959WCA,chr8,1699023,1699024,-,53
ENCFF959WCA,chr8,1699033,1699034,+,81
ENCFF959WCA,chr8,1699034,1699035,-,93
ENCFF959WCA,chr8,1699095,1699096,+,100
ENCFF959WCA,chr8,1699096,1699097,-,100
ENCFF959WCA,chr8,1699100,1699101,+,100
ENCFF959WCA,chr8,1699101,1699102,-,100
ENCFF959WCA,chr8,1699126,1699127,+,100
ENCFF959WCA,chr8,1699127,1699128,-,100
ENCFF959WCA,chr8,1699135,1699136,+,63
ENCFF959WCA,chr8,1699136,1699137,-,100
ENCFF959WCA,chr8,1699170,1699171,+,91
ENCFF959WCA,chr8,1699171,1699172,-,83
ENCFF959WCA,chr8,1699193,1699194,+,100
ENCFF959WCA,chr8,1699194,1699195,-,100
ENCFF959WCA,chr8,1699222,1699223,+,75
ENCFF959WCA,chr8,1699223,1699224,-,94
ENCFF959WCA,chr8,1699252,1699253,+,73
ENCFF959WCA,chr8,1699253,1699254,-,88
ENCFF959WCA,chr8,1699286,1699287,+,100
ENCFF959WCA,chr8,1699287,1699288,-,94
ENCFF959WCA,chr8,1699326,1699327,+,100
ENCFF959WCA,chr8,1699327,1699328,-,87
ENCFF959WCA,chr8,1699342,1699343,+,85
ENCFF959WCA,chr8,1699343,1699344,-,100
ENCFF959WCA,chr8,1699362,1699363,+,100
ENCFF959WCA,chr8,1699363,1699364,-,89
ENCFF959WCA,chr8,1699420,1699421,+,80
ENCFF959WCA,chr8,1699421,1699422,-,100
ENCFF959WCA,chr8,1699473,1699474,+,100
ENCFF959WCA,chr8,1699474,1699475,-,100
ENCFF959WCA,chr8,1699485,1699486,+,17
ENCFF959WCA,chr8,1699486,1699487,-,100
ENCFF959WCA,chr8,1699537,1699538,+,100
ENCFF959WCA,chr8,1699538,1699539,-,100
ENCFF959WCA,chr8,1699567,1699568,+,50
ENCFF959WCA,chr8,1699568,1699569,-,0
ENCFF959WCA,chr8,1699647,1699648,+,86
ENCFF959WCA,chr8,1699648,1699649,-,100
ENCFF959WCA,chr8,1699663,1699664,+,64
ENCFF959WCA,chr8,1699664,1699665,-,50
ENCFF959WCA,chr8,1699678,1699679,+,73
ENCFF959WCA,chr8,1699679,1699680,-,50
ENCFF959WCA,chr8,1699707,1699708,+,27
ENCFF959WCA,chr8,1699708,1699709,-,0
ENCFF959WCA,chr8,1699742,1699743,+,0
ENCFF959WCA,chr8,1699743,1699744,-,0
ENCFF959WCA,chr8,1699745,1699746,+,9
ENCFF959WCA,chr8,1699746,1699747,-,35
ENCFF959WCA,chr8,1700082,1700083,+,54
ENCFF959WCA,chr8,1700083,1700084,-,97
ENCFF959WCA,chr8,1700094,1700095,+,100
ENCFF959WCA,chr8,1700095,1700096,-,100
ENCFF959WCA,chr8,1700147,1700148,+,95
ENCFF959WCA,chr8,1700148,1700149,-,96
ENCFF959WCA,chr8,1700299,1700300,+,100
ENCFF959WCA,chr8,1700300,1700301,-,100
ENCFF959WCA,chr8,1700309,1700310,+,100
ENCFF959WCA,chr8,1700310,1700311,-,100
ENCFF959WCA,chr8,1700344,1700345,+,94
ENCFF959WCA,chr8,1700345,1700346,-,100
ENCFF959WCA,chr8,1700382,1700383,+,100
ENCFF959WCA,chr8,1700383,1700384,-,71
ENCFF959WCA,chr8,1700421,1700422,+,96
ENCFF959WCA,chr8,1700422,1700423,-,89
ENCFF959WCA,chr8,1700458,1700459,+,100
ENCFF959WCA,chr8,1700459,1700460,-,100
ENCFF959WCA,chr8,1700546,1700547,+,100
ENCFF959WCA,chr8,1700547,1700548,-,100
ENCFF959WCA,chr8,1700555,1700556,+,97
ENCFF959WCA,chr8,1700556,1700557,-,100
ENCFF959WCA,chr8,1700565,1700566,+,100
ENCFF959WCA,chr8,1700566,1700567,-,93
ENCFF959WCA,chr8,1700608,1700609,+,100
ENCFF959WCA,chr8,1700609,1700610,-,92
ENCFF959WCA,chr8,1700653,1700654,+,100
ENCFF959WCA,chr8,1700654,1700655,-,96
ENCFF959WCA,chr8,1700659,1700660,+,100
ENCFF959WCA,chr8,1700660,1700661,-,92
ENCFF959WCA,chr8,1700685,1700686,+,100
ENCFF959WCA,chr8,1700686,1700687,-,100
ENCFF959WCA,chr8,1700690,1700691,+,100
ENCFF959WCA,chr8,1700691,1700692,-,100
ENCFF959WCA,chr8,1700706,1700707,+,100
ENCFF959WCA,chr8,1700707,1700708,-,100
ENCFF959WCA,chr8,1700720,1700721,+,100
ENCFF959WCA,chr8,1700721,1700722,-,95
ENCFF959WCA,chr8,1700797,1700798,+,88
ENCFF959WCA,chr8,1700798,1700799,-,100
ENCFF959WCA,chr8,1700816,1700817,+,100
ENCFF959WCA,chr8,1700817,1700818,-,100
ENCFF959WCA,chr8,1700818,1700819,+,94
ENCFF959WCA,chr8,1700819,1700820,-,87
ENCFF959WCA,chr8,1700825,1700826,+,78
ENCFF959WCA,chr8,1700826,1700827,-,100
ENCFF959WCA,chr8,1700851,1700852,+,100
ENCFF959WCA,chr8,1700852,1700853,-,85
ENCFF959WCA,chr8,1700860,1700861,+,93
ENCFF959WCA,chr8,1700861,1700862,-,100
ENCFF959WCA,chr8,1700864,1700865,+,100
ENCFF959WCA,chr8,1700865,1700866,-,100
ENCFF959WCA,chr8,1700881,1700882,+,100
ENCFF959WCA,chr8,1700882,1700883,-,100
ENCFF959WCA,chr8,1700898,1700899,+,83
ENCFF959WCA,chr8,1700899,1700900,-,100
ENCFF959WCA,chr8,1700907,1700908,+,67
ENCFF959WCA,chr8,1700908,1700909,-,100
ENCFF959WCA,chr8,1700940,1700941,+,83
ENCFF959WCA,chr8,1700941,1700942,-,100
ENCFF959WCA,chr8,1700952,1700953,+,100
ENCFF959WCA,chr8,1700953,1700954,-,100
ENCFF959WCA,chr8,1700976,1700977,+,100
ENCFF959WCA,chr8,1700977,1700978,-,100
ENCFF959WCA,chr8,1701033,1701034,+,43
ENCFF959WCA,chr8,1701034,1701035,-,46
ENCFF959WCA,chr8,1701049,1701050,+,50
ENCFF959WCA,chr8,1701050,1701051,-,69
ENCFF959WCA,chr8,1701056,1701057,+,33
ENCFF959WCA,chr8,1701057,1701058,-,8
ENCFF959WCA,chr8,1701071,1701072,+,78
ENCFF959WCA,chr8,1701072,1701073,-,64
ENCFF959WCA,chr8,1701086,1701087,+,58
ENCFF959WCA,chr8,1701087,1701088,-,56
ENCFF959WCA,chr8,1701090,1701091,+,23
ENCFF959WCA,chr8,1701091,1701092,-,44
ENCFF959WCA,chr8,1701118,1701119,+,27
ENCFF959WCA,chr8,1701119,1701120,-,40
ENCFF959WCA,chr8,1701127,1701128,+,57
ENCFF959WCA,chr8,1701128,1701129,-,60
ENCFF959WCA,chr8,1701129,1701130,+,0
ENCFF959WCA,chr8,1701130,1701131,-,0
ENCFF959WCA,chr8,1701150,1701151,+,8
ENCFF959WCA,chr8,1701151,1701152,-,0
ENCFF959WCA,chr8,1701164,1701165,+,0
ENCFF959WCA,chr8,1701165,1701166,-,25
ENCFF959WCA,chr8,1701174,1701175,+,15
ENCFF959WCA,chr8,1701175,1701176,-,0
ENCFF959WCA,chr8,1701203,1701204,+,0
ENCFF959WCA,chr8,1701204,1701205,-,0
ENCFF959WCA,chr8,1701273,1701274,+,8
ENCFF959WCA,chr8,1701274,1701275,-,0
ENCFF959WCA,chr8,1701283,1701284,+,18
ENCFF959WCA,chr8,1701284,1701285,-,0
ENCFF959WCA,chr8,1701295,1701296,+,0
ENCFF959WCA,chr8,1701296,1701297,-,0
